mean_hr,min_hr,max_hr,std_hr,kurtosis_hr,skewness_hr,hr_above_mean_plus_std,hr_below_mean_minus_std,mad_rr,mean_rr,kurtosis_rr,skewness_rr,rr_above_mean_plus_std,rr_below_mean_minus_std,sdnn,rmssd,sdsd,pnn20,pnn50,sd1,sd2,sd2_sd1_ratio,lf,hf,lfhf,emotion_class
74.58302976444709,67.66519823788546,93.0909090909091,5.305756692407491,2.9917767431194155,1.7819476248696111,0.11864406779661017,0.05084745762711865,0.03474848949622505,0.8081302966101694,1.805119712943882,-1.4173390258221357,0.0847457627118644,0.13559322033898305,0.05162768707884535,0.04098514620841574,0.02682904766034445,0.5932203389830508,0.1694915254237288,0.01897100153340664,0.07050487392401913,3.7164550221486654,211.57777064389455,395.4304151632312,0.5350568963102056,vH_aL
74.59684373548133,67.66519823788546,93.0909090909091,5.316826787653978,2.9595970320403318,1.7666869843513018,0.11864406779661017,0.05084745762711865,0.03474848949622505,0.8079978813559322,1.7655263159105399,-1.3971229195134818,0.06779661016949153,0.11864406779661017,0.051766405333449034,0.04082757847084619,0.025491947231497086,0.6440677966101694,0.1864406779661017,0.018025528753041226,0.07095492763344323,3.936357629535382,210.8742623260707,418.9659459865365,0.5033207694948246,vH_aL
73.9260306663166,69.1891891891892,79.58549222797927,2.525467127370491,-0.8833856724754519,0.23371464008502535,0.19672131147540983,0.16393442622950818,0.03474848949622505,0.8125640368852459,-0.9324824208948526,-0.1258425198420074,0.16393442622950818,0.19672131147540983,0.027589569475100283,0.033363582872787734,0.016484768496976703,0.6721311475409836,0.18032786885245902,0.011656491590502598,0.037235666926259195,3.194414600410113,58.34520139590738,677.1284180742374,0.08616563688442133,vH_aM
73.9326546428925,68.87892376681614,80.0,2.537906334972283,-0.7621317216232195,0.24837729334375513,0.19672131147540983,0.14754098360655737,0.03474848949622505,0.8125,-0.823561629301107,-0.12865464928481057,0.14754098360655737,0.19672131147540983,0.02771177249446228,0.03394918556491206,0.01638849418278835,0.7049180327868853,0.14754098360655737,0.01158841537008593,0.03743785916395365,3.2306279994583975,57.73821379587169,673.4019802301993,0.08574108109413955,vH_aM
76.81034456769251,71.44186046511628,85.81005586592178,3.2786222831746086,-0.3157090712402275,0.3721478694663427,0.15873015873015872,0.19047619047619047,0.03474848949622505,0.7825520833333334,-0.531515851851851,-0.18282877670438563,0.19047619047619047,0.15873015873015872,0.03301383807533268,0.032727183630540176,0.016520523543684,0.6349206349206349,0.15873015873015872,0.011681774226490967,0.04520357463575047,3.8695812604596926,83.33218284526139,474.2985749607308,0.1756956213755456,vL_aL
76.81362363376589,71.11111111111111,85.33333333333333,3.3117301895669344,-0.46310284044580774,0.28628269231450587,0.15873015873015872,0.1746031746031746,0.03474848949622505,0.7825520833333334,-0.6177870927914046,-0.10460815707374356,0.1746031746031746,0.15873015873015872,0.03345836622707866,0.03359550820605314,0.016716693668482777,0.6349206349206349,0.1111111111111111,0.011820487452002397,0.045817034141983584,3.87606977529697,87.90780665309892,517.7970878433564,0.16977269420196647,vL_aL
90.71919460728154,72.45283018867924,101.05263157894737,7.738054851428029,-0.5582654418519395,-0.7399163746743972,0.16216216216216217,0.20270270270270271,0.046331319328300063,0.6665962837837838,-0.05393895675588434,0.9866138085466728,0.17567567567567569,0.08108108108108109,0.061359394035476626,0.030896843312722494,0.01820517277875729,0.5135135135135135,0.0945945945945946,0.012873001124532022,0.08581512870612946,6.666287672622971,188.34791811725643,220.71494317497996,0.8533537213560417,vM_aH
90.71190840991414,72.45283018867924,101.72185430463576,7.745401431800488,-0.5889488090661152,-0.714934082528761,0.14864864864864866,0.1891891891891892,0.046331319328300063,0.6666490709459459,-0.11524842169455596,0.9608815029809736,0.1891891891891892,0.0945945945945946,0.06129162384184154,0.030409281841060322,0.017892462837398412,0.5405405405405406,0.0945945945945946,0.012651881804452713,0.08575112939866013,6.777737155944724,186.98912554867755,226.32785371304908,0.8261869782309369,vM_aH
70.61576566684461,66.20689655172414,77.96954314720813,2.6967670165299302,-0.14237162636732403,0.5007684995593736,0.1896551724137931,0.13793103448275862,0.03474848949622505,0.8508890086206896,-0.42057764747293325,-0.3260273717272346,0.13793103448275862,0.1896551724137931,0.031991620339860145,0.038318713766232616,0.020598128347248876,0.6379310344827587,0.22413793103448276,0.014565076234090533,0.04283440320857334,2.9408979754130335,183.2251107711553,556.4708651184594,0.3292627202183371,vH_aH
70.7683166611221,66.49350649350649,77.57575757575758,2.618492524862752,-0.25642482764948094,0.47416423294937476,0.21428571428571427,0.19642857142857142,0.03474848949622505,0.8489815848214286,-0.4995902166727779,-0.31346350319915434,0.19642857142857142,0.21428571428571427,0.030963361629840206,0.038273277230987154,0.020332501594451966,0.6607142857142857,0.19642857142857142,0.014377249755923275,0.04136126468444027,2.8768551278313756,107.63027753089858,447.7858284584444,0.24036106256740755,vH_aH
